composite_rank,ligand,composite_score,best_score,mean_score,score_std,seed_count,consistent,initial_refinement_rank,best_seed,best_run_json,best_output_pdbqt
142,020159_decoy_21808_decoy_21808,14.012,-10.310,-10.297,0.019,3,True,161,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/020159_decoy_21808_decoy_21808/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/020159_decoy_21808_decoy_21808/seed-2/020159_decoy_21808_decoy_21808_docked.pdbqt
143,022690_decoy_24603_decoy_24603,14.011,-10.330,-10.303,0.031,3,True,175,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022690_decoy_24603_decoy_24603/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022690_decoy_24603_decoy_24603/seed-3/022690_decoy_24603_decoy_24603_docked.pdbqt
144,023622_decoy_25639_decoy_25639,14.009,-10.420,-10.343,0.095,3,True,198,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023622_decoy_25639_decoy_25639/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023622_decoy_25639_decoy_25639/seed-3/023622_decoy_25639_decoy_25639_docked.pdbqt
145,005713_decoy_5751_decoy_05751,14.009,-10.360,-10.303,0.040,3,True,176,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005713_decoy_5751_decoy_05751/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005713_decoy_5751_decoy_05751/seed-2/005713_decoy_5751_decoy_05751_docked.pdbqt
146,022809_decoy_24724_decoy_24724,14.006,-10.300,-10.287,0.012,3,True,156,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022809_decoy_24724_decoy_24724/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022809_decoy_24724_decoy_24724/seed-1/022809_decoy_24724_decoy_24724_docked.pdbqt
147,017615_decoy_18776_decoy_18776,14.001,-10.490,-10.340,0.119,3,True,142,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017615_decoy_18776_decoy_18776/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017615_decoy_18776_decoy_18776/seed-3/017615_decoy_18776_decoy_18776_docked.pdbqt
148,004132_decoy_4058_decoy_04058,14.000,-10.290,-10.280,0.008,3,True,168,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004132_decoy_4058_decoy_04058/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004132_decoy_4058_decoy_04058/seed-2/004132_decoy_4058_decoy_04058_docked.pdbqt
149,019565_decoy_21144_decoy_21144,13.998,-10.310,-10.283,0.019,3,True,170,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/019565_decoy_21144_decoy_21144/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/019565_decoy_21144_decoy_21144/seed-3/019565_decoy_21144_decoy_21144_docked.pdbqt
150,000473_active_0550_active_00550,13.996,-10.290,-10.277,0.009,3,True,157,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000473_active_0550_active_00550/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000473_active_0550_active_00550/seed-1/000473_active_0550_active_00550_docked.pdbqt
151,012006_decoy_12535_decoy_12535,13.995,-10.300,-10.280,0.016,3,True,151,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012006_decoy_12535_decoy_12535/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/012006_decoy_12535_decoy_12535/seed-1/012006_decoy_12535_decoy_12535_docked.pdbqt
152,000948_decoy_0349_decoy_00349,13.991,-10.330,-10.290,0.037,3,True,179,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000948_decoy_0349_decoy_00349/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000948_decoy_0349_decoy_00349/seed-3/000948_decoy_0349_decoy_00349_docked.pdbqt
153,021224_decoy_22965_decoy_22965,13.991,-10.320,-10.290,0.036,3,True,155,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021224_decoy_22965_decoy_22965/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021224_decoy_22965_decoy_22965/seed-2/021224_decoy_22965_decoy_22965_docked.pdbqt
154,008972_decoy_9215_decoy_09215,13.990,-10.290,-10.273,0.012,3,True,159,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008972_decoy_9215_decoy_09215/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008972_decoy_9215_decoy_09215/seed-1/008972_decoy_9215_decoy_09215_docked.pdbqt
155,008638_decoy_8829_decoy_08829,13.984,-10.440,-10.310,0.092,3,True,177,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008638_decoy_8829_decoy_08829/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008638_decoy_8829_decoy_08829/seed-3/008638_decoy_8829_decoy_08829_docked.pdbqt
156,002337_decoy_1828_decoy_01828,13.984,-10.300,-10.273,0.021,3,True,166,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002337_decoy_1828_decoy_01828/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002337_decoy_1828_decoy_01828/seed-3/002337_decoy_1828_decoy_01828_docked.pdbqt
157,008869_decoy_9077_decoy_09077,13.983,-10.280,-10.270,0.014,3,True,150,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008869_decoy_9077_decoy_09077/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008869_decoy_9077_decoy_09077/seed-1/008869_decoy_9077_decoy_09077_docked.pdbqt
158,001736_decoy_1171_decoy_01171,13.981,-10.480,-10.320,0.114,3,True,189,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001736_decoy_1171_decoy_01171/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001736_decoy_1171_decoy_01171/seed-2/001736_decoy_1171_decoy_01171_docked.pdbqt
159,001521_decoy_0943_decoy_00943,13.975,-10.270,-10.260,0.008,3,True,165,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001521_decoy_0943_decoy_00943/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001521_decoy_0943_decoy_00943/seed-1/001521_decoy_0943_decoy_00943_docked.pdbqt
160,016791_decoy_17885_decoy_17885,13.972,-10.350,-10.280,0.051,3,True,174,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016791_decoy_17885_decoy_17885/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016791_decoy_17885_decoy_17885/seed-2/016791_decoy_17885_decoy_17885_docked.pdbqt
161,016518_decoy_17607_decoy_17607,13.971,-10.290,-10.263,0.021,3,True,173,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016518_decoy_17607_decoy_17607/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016518_decoy_17607_decoy_17607/seed-2/016518_decoy_17607_decoy_17607_docked.pdbqt
162,024519_decoy_26730_decoy_26730,13.970,-10.260,-10.253,0.005,3,True,164,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/024519_decoy_26730_decoy_26730/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/024519_decoy_26730_decoy_26730/seed-2/024519_decoy_26730_decoy_26730_docked.pdbqt
163,016946_decoy_18042_decoy_18042,13.969,-10.290,-10.263,0.025,3,True,128,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016946_decoy_18042_decoy_18042/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016946_decoy_18042_decoy_18042/seed-1/016946_decoy_18042_decoy_18042_docked.pdbqt
164,004501_decoy_4443_decoy_04443,13.968,-10.270,-10.257,0.012,3,True,171,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004501_decoy_4443_decoy_04443/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/004501_decoy_4443_decoy_04443/seed-2/004501_decoy_4443_decoy_04443_docked.pdbqt
165,005359_decoy_5378_decoy_05378,13.968,-10.250,-10.250,0.000,3,True,172,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005359_decoy_5378_decoy_05378/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005359_decoy_5378_decoy_05378/seed-3/005359_decoy_5378_decoy_05378_docked.pdbqt
166,020183_decoy_21838_decoy_21838,13.964,-10.270,-10.253,0.012,3,True,181,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/020183_decoy_21838_decoy_21838/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/020183_decoy_21838_decoy_21838/seed-3/020183_decoy_21838_decoy_21838_docked.pdbqt
167,010611_decoy_11112_decoy_11112,13.951,-10.300,-10.253,0.034,3,True,148,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010611_decoy_11112_decoy_11112/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010611_decoy_11112_decoy_11112/seed-2/010611_decoy_11112_decoy_11112_docked.pdbqt
168,023981_decoy_26094_decoy_26094,13.947,-10.240,-10.237,0.005,3,True,182,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023981_decoy_26094_decoy_26094/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023981_decoy_26094_decoy_26094/seed-1/023981_decoy_26094_decoy_26094_docked.pdbqt
169,015579_decoy_16590_decoy_16590,13.943,-10.230,-10.230,0.000,3,True,195,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015579_decoy_16590_decoy_16590/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015579_decoy_16590_decoy_16590/seed-1/015579_decoy_16590_decoy_16590_docked.pdbqt
170,023385_decoy_25368_decoy_25368,13.927,-10.600,-10.367,0.250,3,True,96,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023385_decoy_25368_decoy_25368/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023385_decoy_25368_decoy_25368/seed-2/023385_decoy_25368_decoy_25368_docked.pdbqt
171,018805_decoy_20208_decoy_20208,13.914,-10.240,-10.220,0.022,3,True,186,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018805_decoy_20208_decoy_20208/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018805_decoy_20208_decoy_20208/seed-3/018805_decoy_20208_decoy_20208_docked.pdbqt
172,000598_active_0697_active_00697,13.914,-10.220,-10.213,0.009,3,True,187,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000598_active_0697_active_00697/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000598_active_0697_active_00697/seed-1/000598_active_0697_active_00697_docked.pdbqt
173,007910_decoy_8052_decoy_08052,13.912,-10.220,-10.210,0.008,3,True,200,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/007910_decoy_8052_decoy_08052/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/007910_decoy_8052_decoy_08052/seed-3/007910_decoy_8052_decoy_08052_docked.pdbqt
174,009811_decoy_10154_decoy_10154,13.911,-10.260,-10.220,0.029,3,True,185,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009811_decoy_10154_decoy_10154/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009811_decoy_10154_decoy_10154/seed-2/009811_decoy_10154_decoy_10154_docked.pdbqt
175,002147_decoy_1613_decoy_01613,13.910,-10.210,-10.207,0.005,3,True,192,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002147_decoy_1613_decoy_01613/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002147_decoy_1613_decoy_01613/seed-1/002147_decoy_1613_decoy_01613_docked.pdbqt
176,014349_decoy_15137_decoy_15137,13.906,-10.220,-10.210,0.014,3,True,190,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014349_decoy_15137_decoy_15137/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014349_decoy_15137_decoy_15137/seed-1/014349_decoy_15137_decoy_15137_docked.pdbqt
177,018943_decoy_20444_decoy_20444,13.905,-10.250,-10.217,0.029,3,True,213,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018943_decoy_20444_decoy_20444/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018943_decoy_20444_decoy_20444/seed-2/018943_decoy_20444_decoy_20444_docked.pdbqt
178,017106_decoy_18222_decoy_18222,13.904,-10.220,-10.207,0.012,3,True,202,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017106_decoy_18222_decoy_18222/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/017106_decoy_18222_decoy_18222/seed-3/017106_decoy_18222_decoy_18222_docked.pdbqt
179,022794_decoy_24708_decoy_24708,13.902,-10.290,-10.237,0.062,3,True,226,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022794_decoy_24708_decoy_24708/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022794_decoy_24708_decoy_24708/seed-2/022794_decoy_24708_decoy_24708_docked.pdbqt
180,008987_decoy_9233_decoy_09233,13.902,-10.210,-10.203,0.009,3,True,194,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008987_decoy_9233_decoy_09233/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008987_decoy_9233_decoy_09233/seed-1/008987_decoy_9233_decoy_09233_docked.pdbqt
181,016566_decoy_17659_decoy_17659,13.902,-10.210,-10.203,0.009,3,True,196,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016566_decoy_17659_decoy_17659/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016566_decoy_17659_decoy_17659/seed-2/016566_decoy_17659_decoy_17659_docked.pdbqt
182,014014_decoy_14638_decoy_14638,13.902,-10.210,-10.203,0.009,3,True,180,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014014_decoy_14638_decoy_14638/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014014_decoy_14638_decoy_14638/seed-2/014014_decoy_14638_decoy_14638_docked.pdbqt
183,010194_decoy_10664_decoy_10664,13.901,-10.460,-10.277,0.151,3,True,98,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010194_decoy_10664_decoy_10664/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010194_decoy_10664_decoy_10664/seed-1/010194_decoy_10664_decoy_10664_docked.pdbqt
184,016885_decoy_17979_decoy_17979,13.901,-10.220,-10.203,0.012,3,True,191,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016885_decoy_17979_decoy_17979/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016885_decoy_17979_decoy_17979/seed-1/016885_decoy_17979_decoy_17979_docked.pdbqt
185,000605_active_0707_active_00707,13.901,-10.220,-10.203,0.012,3,True,188,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000605_active_0707_active_00707/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/000605_active_0707_active_00707/seed-1/000605_active_0707_active_00707_docked.pdbqt
186,003253_decoy_2824_decoy_02824,13.899,-10.270,-10.217,0.041,3,True,167,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003253_decoy_2824_decoy_02824/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003253_decoy_2824_decoy_02824/seed-1/003253_decoy_2824_decoy_02824_docked.pdbqt
187,006182_decoy_6285_decoy_06285,13.896,-10.230,-10.203,0.021,3,True,183,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006182_decoy_6285_decoy_06285/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006182_decoy_6285_decoy_06285/seed-1/006182_decoy_6285_decoy_06285_docked.pdbqt
188,024543_decoy_26761_decoy_26761,13.896,-10.220,-10.203,0.017,3,True,199,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/024543_decoy_26761_decoy_26761/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/024543_decoy_26761_decoy_26761/seed-2/024543_decoy_26761_decoy_26761_docked.pdbqt
189,016694_decoy_17788_decoy_17788,13.893,-10.250,-10.207,0.031,3,True,206,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016694_decoy_17788_decoy_17788/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016694_decoy_17788_decoy_17788/seed-2/016694_decoy_17788_decoy_17788_docked.pdbqt
190,014558_decoy_15362_decoy_15362,13.889,-10.200,-10.193,0.009,3,True,201,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014558_decoy_15362_decoy_15362/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014558_decoy_15362_decoy_15362/seed-2/014558_decoy_15362_decoy_15362_docked.pdbqt
191,023099_decoy_25060_decoy_25060,13.884,-10.190,-10.187,0.005,3,True,214,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023099_decoy_25060_decoy_25060/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023099_decoy_25060_decoy_25060/seed-2/023099_decoy_25060_decoy_25060_docked.pdbqt
192,022627_decoy_24538_decoy_24538,13.881,-10.210,-10.190,0.016,3,True,197,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022627_decoy_24538_decoy_24538/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022627_decoy_24538_decoy_24538/seed-1/022627_decoy_24538_decoy_24538_docked.pdbqt
193,016774_decoy_17868_decoy_17868,13.880,-10.490,-10.263,0.160,3,True,236,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016774_decoy_17868_decoy_17868/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016774_decoy_17868_decoy_17868/seed-2/016774_decoy_17868_decoy_17868_docked.pdbqt
194,023337_decoy_25320_decoy_25320,13.878,-10.270,-10.203,0.047,3,True,219,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023337_decoy_25320_decoy_25320/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023337_decoy_25320_decoy_25320/seed-2/023337_decoy_25320_decoy_25320_docked.pdbqt
195,009826_decoy_10169_decoy_10169,13.876,-10.200,-10.183,0.012,3,True,208,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009826_decoy_10169_decoy_10169/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009826_decoy_10169_decoy_10169/seed-3/009826_decoy_10169_decoy_10169_docked.pdbqt
196,005662_decoy_5700_decoy_05700,13.873,-10.210,-10.187,0.021,3,True,207,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005662_decoy_5700_decoy_05700/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/005662_decoy_5700_decoy_05700/seed-2/005662_decoy_5700_decoy_05700_docked.pdbqt
197,022734_decoy_24647_decoy_24647,13.872,-10.180,-10.177,0.005,3,True,218,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022734_decoy_24647_decoy_24647/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022734_decoy_24647_decoy_24647/seed-2/022734_decoy_24647_decoy_24647_docked.pdbqt
198,015464_decoy_16444_decoy_16444,13.869,-10.200,-10.180,0.016,3,True,178,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015464_decoy_16444_decoy_16444/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015464_decoy_16444_decoy_16444/seed-1/015464_decoy_16444_decoy_16444_docked.pdbqt
199,008822_decoy_9025_decoy_09025,13.865,-10.170,-10.170,0.000,3,True,346,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008822_decoy_9025_decoy_09025/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008822_decoy_9025_decoy_09025/seed-2/008822_decoy_9025_decoy_09025_docked.pdbqt
200,003489_decoy_3107_decoy_03107,13.861,-10.180,-10.170,0.008,3,True,221,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003489_decoy_3107_decoy_03107/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003489_decoy_3107_decoy_03107/seed-2/003489_decoy_3107_decoy_03107_docked.pdbqt
201,002634_decoy_2137_decoy_02137,13.858,-10.280,-10.193,0.062,3,True,162,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002634_decoy_2137_decoy_02137/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002634_decoy_2137_decoy_02137/seed-1/002634_decoy_2137_decoy_02137_docked.pdbqt
202,011189_decoy_11711_decoy_11711,13.856,-10.170,-10.163,0.005,3,True,223,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011189_decoy_11711_decoy_11711/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011189_decoy_11711_decoy_11711/seed-2/011189_decoy_11711_decoy_11711_docked.pdbqt
203,010303_decoy_10789_decoy_10789,13.854,-10.180,-10.167,0.012,3,True,211,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010303_decoy_10789_decoy_10789/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010303_decoy_10789_decoy_10789/seed-1/010303_decoy_10789_decoy_10789_docked.pdbqt
204,002635_decoy_2138_decoy_02138,13.853,-10.330,-10.203,0.090,3,True,139,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002635_decoy_2138_decoy_02138/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002635_decoy_2138_decoy_02138/seed-1/002635_decoy_2138_decoy_02138_docked.pdbqt
205,022922_decoy_24846_decoy_24846,13.850,-10.280,-10.190,0.065,3,True,227,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022922_decoy_24846_decoy_24846/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022922_decoy_24846_decoy_24846/seed-2/022922_decoy_24846_decoy_24846_docked.pdbqt
206,019571_decoy_21150_decoy_21150,13.850,-10.200,-10.170,0.024,3,True,239,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/019571_decoy_21150_decoy_21150/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/019571_decoy_21150_decoy_21150/seed-2/019571_decoy_21150_decoy_21150_docked.pdbqt
207,018464_decoy_19815_decoy_19815,13.836,-10.160,-10.150,0.008,3,True,237,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018464_decoy_19815_decoy_19815/seed-3/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018464_decoy_19815_decoy_19815/seed-3/018464_decoy_19815_decoy_19815_docked.pdbqt
208,011997_decoy_12526_decoy_12526,13.836,-10.160,-10.150,0.008,3,True,230,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011997_decoy_12526_decoy_12526/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011997_decoy_12526_decoy_12526/seed-2/011997_decoy_12526_decoy_12526_docked.pdbqt
209,001008_decoy_0415_decoy_00415,13.834,-10.180,-10.153,0.019,3,True,231,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001008_decoy_0415_decoy_00415/seed-2/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001008_decoy_0415_decoy_00415/seed-2/001008_decoy_0415_decoy_00415_docked.pdbqt
210,001692_decoy_1121_decoy_01121,13.830,-10.150,-10.143,0.005,3,True,229,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001692_decoy_1121_decoy_01121/seed-1/vina_run.json,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001692_decoy_1121_decoy_01121/seed-1/001692_decoy_1121_decoy_01121_docked.pdbqt
