ligand,best_score,receptor_pdbqt,ligand_pdbqt,output_pdbqt,binding_site_method,binding_site_residues,center_x,center_y,center_z,size_x,size_y,size_z,exhaustiveness,num_modes,cpu,seed,run_json
014188_decoy_14963_decoy_14963,-10.190,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/014188_decoy_14963_decoy_14963.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014188_decoy_14963_decoy_14963/seed-1/014188_decoy_14963_decoy_14963_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014188_decoy_14963_decoy_14963/seed-1/vina_run.json
023099_decoy_25060_decoy_25060,-10.190,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/023099_decoy_25060_decoy_25060.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023099_decoy_25060_decoy_25060/seed-3/023099_decoy_25060_decoy_25060_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023099_decoy_25060_decoy_25060/seed-3/vina_run.json
015464_decoy_16444_decoy_16444,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/015464_decoy_16444_decoy_16444.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015464_decoy_16444_decoy_16444/seed-2/015464_decoy_16444_decoy_16444_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015464_decoy_16444_decoy_16444/seed-2/vina_run.json
006182_decoy_6285_decoy_06285,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/006182_decoy_6285_decoy_06285.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006182_decoy_6285_decoy_06285/seed-2/006182_decoy_6285_decoy_06285_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/006182_decoy_6285_decoy_06285/seed-2/vina_run.json
024543_decoy_26761_decoy_26761,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/024543_decoy_26761_decoy_26761.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/024543_decoy_26761_decoy_26761/seed-3/024543_decoy_26761_decoy_26761_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/024543_decoy_26761_decoy_26761/seed-3/vina_run.json
010116_decoy_10563_decoy_10563,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/010116_decoy_10563_decoy_10563.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010116_decoy_10563_decoy_10563/seed-1/010116_decoy_10563_decoy_10563_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010116_decoy_10563_decoy_10563/seed-1/vina_run.json
009826_decoy_10169_decoy_10169,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/009826_decoy_10169_decoy_10169.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009826_decoy_10169_decoy_10169/seed-1/009826_decoy_10169_decoy_10169_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009826_decoy_10169_decoy_10169/seed-1/vina_run.json
009914_decoy_10262_decoy_10262,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/009914_decoy_10262_decoy_10262.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009914_decoy_10262_decoy_10262/seed-3/009914_decoy_10262_decoy_10262_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009914_decoy_10262_decoy_10262/seed-3/vina_run.json
009914_decoy_10262_decoy_10262,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/009914_decoy_10262_decoy_10262.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009914_decoy_10262_decoy_10262/seed-1/009914_decoy_10262_decoy_10262_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009914_decoy_10262_decoy_10262/seed-1/vina_run.json
014558_decoy_15362_decoy_15362,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/014558_decoy_15362_decoy_15362.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014558_decoy_15362_decoy_15362/seed-3/014558_decoy_15362_decoy_15362_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/014558_decoy_15362_decoy_15362/seed-3/vina_run.json
016694_decoy_17788_decoy_17788,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/016694_decoy_17788_decoy_17788.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016694_decoy_17788_decoy_17788/seed-3/016694_decoy_17788_decoy_17788_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016694_decoy_17788_decoy_17788/seed-3/vina_run.json
010303_decoy_10789_decoy_10789,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/010303_decoy_10789_decoy_10789.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010303_decoy_10789_decoy_10789/seed-1/010303_decoy_10789_decoy_10789_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010303_decoy_10789_decoy_10789/seed-1/vina_run.json
008057_decoy_8205_decoy_08205,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/008057_decoy_8205_decoy_08205.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008057_decoy_8205_decoy_08205/seed-3/008057_decoy_8205_decoy_08205_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008057_decoy_8205_decoy_08205/seed-3/vina_run.json
018943_decoy_20444_decoy_20444,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/018943_decoy_20444_decoy_20444.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018943_decoy_20444_decoy_20444/seed-1/018943_decoy_20444_decoy_20444_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/018943_decoy_20444_decoy_20444/seed-1/vina_run.json
003489_decoy_3107_decoy_03107,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/003489_decoy_3107_decoy_03107.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003489_decoy_3107_decoy_03107/seed-2/003489_decoy_3107_decoy_03107_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003489_decoy_3107_decoy_03107/seed-2/vina_run.json
001008_decoy_0415_decoy_00415,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/001008_decoy_0415_decoy_00415.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001008_decoy_0415_decoy_00415/seed-2/001008_decoy_0415_decoy_00415_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/001008_decoy_0415_decoy_00415/seed-2/vina_run.json
023099_decoy_25060_decoy_25060,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/023099_decoy_25060_decoy_25060.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023099_decoy_25060_decoy_25060/seed-1/023099_decoy_25060_decoy_25060_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023099_decoy_25060_decoy_25060/seed-1/vina_run.json
002443_decoy_1939_decoy_01939,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/002443_decoy_1939_decoy_01939.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002443_decoy_1939_decoy_01939/seed-2/002443_decoy_1939_decoy_01939_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002443_decoy_1939_decoy_01939/seed-2/vina_run.json
013259_decoy_13854_decoy_13854,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/013259_decoy_13854_decoy_13854.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013259_decoy_13854_decoy_13854/seed-1/013259_decoy_13854_decoy_13854_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/013259_decoy_13854_decoy_13854/seed-1/vina_run.json
022734_decoy_24647_decoy_24647,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/022734_decoy_24647_decoy_24647.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022734_decoy_24647_decoy_24647/seed-2/022734_decoy_24647_decoy_24647_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022734_decoy_24647_decoy_24647/seed-2/vina_run.json
022734_decoy_24647_decoy_24647,-10.180,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/022734_decoy_24647_decoy_24647.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022734_decoy_24647_decoy_24647/seed-3/022734_decoy_24647_decoy_24647_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022734_decoy_24647_decoy_24647/seed-3/vina_run.json
003253_decoy_2824_decoy_02824,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/003253_decoy_2824_decoy_02824.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003253_decoy_2824_decoy_02824/seed-3/003253_decoy_2824_decoy_02824_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003253_decoy_2824_decoy_02824/seed-3/vina_run.json
016896_decoy_17990_decoy_17990,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/016896_decoy_17990_decoy_17990.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016896_decoy_17990_decoy_17990/seed-1/016896_decoy_17990_decoy_17990_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/016896_decoy_17990_decoy_17990/seed-1/vina_run.json
009826_decoy_10169_decoy_10169,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/009826_decoy_10169_decoy_10169.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009826_decoy_10169_decoy_10169/seed-2/009826_decoy_10169_decoy_10169_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/009826_decoy_10169_decoy_10169/seed-2/vina_run.json
011189_decoy_11711_decoy_11711,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/011189_decoy_11711_decoy_11711.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011189_decoy_11711_decoy_11711/seed-2/011189_decoy_11711_decoy_11711_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011189_decoy_11711_decoy_11711/seed-2/vina_run.json
022627_decoy_24538_decoy_24538,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/022627_decoy_24538_decoy_24538.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022627_decoy_24538_decoy_24538/seed-2/022627_decoy_24538_decoy_24538_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022627_decoy_24538_decoy_24538/seed-2/vina_run.json
010303_decoy_10789_decoy_10789,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/010303_decoy_10789_decoy_10789.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010303_decoy_10789_decoy_10789/seed-2/010303_decoy_10789_decoy_10789_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/010303_decoy_10789_decoy_10789/seed-2/vina_run.json
023337_decoy_25320_decoy_25320,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/023337_decoy_25320_decoy_25320.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023337_decoy_25320_decoy_25320/seed-3/023337_decoy_25320_decoy_25320_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023337_decoy_25320_decoy_25320/seed-3/vina_run.json
003489_decoy_3107_decoy_03107,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/003489_decoy_3107_decoy_03107.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003489_decoy_3107_decoy_03107/seed-3/003489_decoy_3107_decoy_03107_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/003489_decoy_3107_decoy_03107/seed-3/vina_run.json
023337_decoy_25320_decoy_25320,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/023337_decoy_25320_decoy_25320.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023337_decoy_25320_decoy_25320/seed-1/023337_decoy_25320_decoy_25320_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/023337_decoy_25320_decoy_25320/seed-1/vina_run.json
008728_decoy_8919_decoy_08919,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/008728_decoy_8919_decoy_08919.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008728_decoy_8919_decoy_08919/seed-1/008728_decoy_8919_decoy_08919_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008728_decoy_8919_decoy_08919/seed-1/vina_run.json
022734_decoy_24647_decoy_24647,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/022734_decoy_24647_decoy_24647.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022734_decoy_24647_decoy_24647/seed-1/022734_decoy_24647_decoy_24647_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/022734_decoy_24647_decoy_24647/seed-1/vina_run.json
021115_decoy_22851_decoy_22851,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/021115_decoy_22851_decoy_22851.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021115_decoy_22851_decoy_22851/seed-3/021115_decoy_22851_decoy_22851_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/021115_decoy_22851_decoy_22851/seed-3/vina_run.json
019571_decoy_21150_decoy_21150,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/019571_decoy_21150_decoy_21150.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/019571_decoy_21150_decoy_21150/seed-3/019571_decoy_21150_decoy_21150_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/019571_decoy_21150_decoy_21150/seed-3/vina_run.json
008822_decoy_9025_decoy_09025,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/008822_decoy_9025_decoy_09025.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008822_decoy_9025_decoy_09025/seed-2/008822_decoy_9025_decoy_09025_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,2,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008822_decoy_9025_decoy_09025/seed-2/vina_run.json
008822_decoy_9025_decoy_09025,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/008822_decoy_9025_decoy_09025.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008822_decoy_9025_decoy_09025/seed-3/008822_decoy_9025_decoy_09025_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008822_decoy_9025_decoy_09025/seed-3/vina_run.json
008822_decoy_9025_decoy_09025,-10.170,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/008822_decoy_9025_decoy_09025.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008822_decoy_9025_decoy_09025/seed-1/008822_decoy_9025_decoy_09025_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/008822_decoy_9025_decoy_09025/seed-1/vina_run.json
015464_decoy_16444_decoy_16444,-10.160,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/015464_decoy_16444_decoy_16444.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015464_decoy_16444_decoy_16444/seed-3/015464_decoy_16444_decoy_16444_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/015464_decoy_16444_decoy_16444/seed-3/vina_run.json
002634_decoy_2137_decoy_02137,-10.160,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/002634_decoy_2137_decoy_02137.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002634_decoy_2137_decoy_02137/seed-3/002634_decoy_2137_decoy_02137_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/002634_decoy_2137_decoy_02137/seed-3/vina_run.json
011894_decoy_12419_decoy_12419,-10.160,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/011894_decoy_12419_decoy_12419.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011894_decoy_12419_decoy_12419/seed-1/011894_decoy_12419_decoy_12419_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,1,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011894_decoy_12419_decoy_12419/seed-1/vina_run.json
011189_decoy_11711_decoy_11711,-10.160,/data/oslab/runs/kimlab-cdk2-enrichment-v2-receptor-vina/receptor.pdbqt,/data/oslab/benchmarks/cdk2-transferred/workflow-run/screen/ligand-vina-prep/pdbqt/011189_decoy_11711_decoy_11711.pdbqt,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011189_decoy_11711_decoy_11711/seed-3/011189_decoy_11711_decoy_11711_docked.pdbqt,ligand-centroid,,1.970,27.560,8.830,14.000,14.000,14.000,16,3,1,3,/data/oslab/reports/kimlab-cdk2-enrichment-v2-hit-refinement/redocking/011189_decoy_11711_decoy_11711/seed-3/vina_run.json
